         105324242 function calls (104113373 primitive calls) in 111.796 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:2134(_is_all_dates)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:4841(_needs_reindex_multi)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:606(__array__)
        5    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:209(_from_backing_data)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:314(getInputOrder)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:108(is_url)
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:690(<listcomp>)
       19    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:545(_info_axis)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1097(_is_potential_multi_index)
        9    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:130(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:340(_validate_dtype)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:90(func)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       21    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1642(construct_1d_ndarray_preserving_na)
       25    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:289(<genexpr>)
       25    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:254(get)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:846(_is_binary_mode)
       10    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:103(shape)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:492(nToChr)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:1963(is_object)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/_config/config.py:104(_get_option)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2168(internal_values)
        9    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:476(_get_block_manager_axis)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:1250(_validate_names)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1272(__init__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/random.py:123(seed)
       91    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/multiarray.py:143(concatenate)
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:504(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2767(safe_reshape)
       23    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:320(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/urllib/parse.py:366(urlparse)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:409(optimizeTemporariesAllocation)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:824(_get_options_with_defaults)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/_collections_abc.py:664(__contains__)
      147    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:154(stringify_path)
       13    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:532(is_)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:254(maybe_iterable_to_list)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:3416(_convert_arr_indexer)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
        1    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.parsing.format_is_iso}
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numeric.py:1308(normalize_axis_tuple)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/base.py:618(empty)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/missing.py:721(clean_reindex_fill_method)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1958(_preprocess_slice_or_indexer)
      6/2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:158(expressionToAST)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:177(any_not_none)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:218(__init__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
       48    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/numerictypes.py:554(<listcomp>)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
       23    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:261(fill_value)
       15    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:4096(_get_engine_target)
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:762(__setattr__)
        4    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/_collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:438(infer_compression)
       18    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:135(<genexpr>)
       49    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:368(assignLeafRegisters)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:107(__len__)
       26    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:233(__next)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/_config/config.py:86(_get_single_key)
      141    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/_collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:387(collapseDuplicateSubtrees)
       24    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:329(<genexpr>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
       13    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/os.py:670(__getitem__)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:126(_expand_user)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:592(is_valid_nat_for_dtype)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/reshape/concat.py:390(<listcomp>)
       31    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:253(items)
       18    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:119(is_nonempty)
       18    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:561(_next_or_none)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:288(_get_getitem_freq)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/enum.py:933(__and__)
       28    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1611(index)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:464(_get_axis_name)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:122(reshape)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/util/_validators.py:343(validate_fillna_kwargs)
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/common.py:403(get_compression_method)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/util/_validators.py:248(validate_axis_style_args)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/frozen.py:66(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:174(getwidth)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/logging/__init__.py:1432(info)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
      6/2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:166(<listcomp>)
       24    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:487(<genexpr>)
       25    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:172(append)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/common.py:191(count_not_none)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:394(validate_integer)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/datetimelike.py:107(_simple_new)
       20    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:623(dtype)
        1    0.000    0.000    0.000    0.000 <expr>:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       12    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:482(_constructor)
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:179(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:551(__array__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
       22    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:343(shape)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:217(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1749(convert_scalar_for_putitemlike)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:461(_unbox_scalar)
       31    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:172(_get_fill_value)
        8    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/distutils/version.py:331(_cmp)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:183(operation)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/logging/__init__.py:1685(isEnabledFor)
       39    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/_collections_abc.py:392(__subclasshook__)
        5    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/range.py:313(dtype)
       12    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:5001(_index_as_unique)
       14    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:381(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_methods.py:59(_count_reduce_items)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       53    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1847(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1938(<listcomp>)
        5    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:110(ndim)
       25    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:164(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1539(_maybe_make_multi_index_columns)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/util/_validators.py:208(validate_bool_kwarg)
       50    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      6/2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:169(sigPerms)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
       50    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1545(_make_index)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/distutils/version.py:51(__lt__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1816(nonzero)
       28    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:1397(check_below_min_count)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:768(__instancecheck__)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/posixpath.py:228(expanduser)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       10    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:309(isReduction)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:3834(_set_is_copy)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/frame.py:645(shape)
      9/3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:127(__hash__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:345(getConstants)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:489(__init__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/logging/__init__.py:1331(_fixupParents)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/generic.py:1957(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numpy/core/_dtype.py:178(_datetime_metadata_str)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2230(_maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f6842810790}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       19    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1835(_do_date_conversions)
        3    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1869(_shape_compat)
        4    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/base.py:5920(ensure_has_len)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:474(convertASTtoThreeAddrForm)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:401(__init__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:1787(maybe_infer_freq)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/logging/__init__.py:1400(__init__)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimes.py:2209(_validate_dt64_dtype)
       19    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        9    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:94(__init__)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1121(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:1996(_set_noconvert_columns)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/io/parsers.py:2136(<dictcomp>)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/blocks.py:308(__len__)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1780(validate_numeric_casting)
       16    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/concat.py:494(<genexpr>)
       16    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        7    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:771(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/enum.py:313(__call__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:483(<listcomp>)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:1131(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/indexes/api.py:95(_get_distinct_objs)
        9    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:138(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/sre_parse.py:224(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
       28    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      3/1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:228(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/nanops.py:334(_wrap_results)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:939(__init__)
       30    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/utils.py:216(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/urllib/parse.py:417(urlsplit)
        5    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:311(<genexpr>)
        6    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/expressions.py:113(isConstant)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/numexpr/necompiler.py:380(assignBranchRegisters)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/logging/__init__.py:214(_acquireLock)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/internals/managers.py:269(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/arrays/datetimelike.py:268(__array__)
        8    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/site-packages/pandas/core/missing.py:64(clean_fill_method)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:685(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/typing.py:720(__hash__)
        1    0.000    0.000    0.000    0.000 /home/ate/miniconda3/envs/vu-dmt/lib/python3.8/posixpath.py:71(join)
